alu,commit_width,core,decode_width,fetch_width,fpu,issue_width,l1d_size,l1i_size,l2_size,mul,rename_width
3,4,4,2,4,1,2,8,32,256,3,4
3,4,4,2,4,1,2,8,32,512,1,2
3,4,4,2,4,1,2,8,32,512,1,4
3,4,4,2,4,1,2,8,32,512,3,2
3,4,4,2,4,1,2,8,32,512,3,4
3,4,4,2,4,1,2,8,32,1024,1,2
3,4,4,2,4,1,2,8,32,1024,1,4
3,4,4,2,4,1,2,8,32,1024,3,2
3,4,4,2,4,1,2,8,32,1024,3,4
3,4,4,2,4,1,2,8,64,128,1,2
3,4,4,2,4,1,2,8,64,128,1,4
3,4,4,2,4,1,2,8,64,128,3,2
3,4,4,2,4,1,2,8,64,128,3,4
3,4,4,2,4,1,2,8,64,256,1,2
3,4,4,2,4,1,2,8,64,256,1,4
3,4,4,2,4,1,2,8,64,256,3,2
3,4,4,2,4,1,2,8,64,256,3,4
3,4,4,2,4,1,2,8,64,512,1,2
3,4,4,2,4,1,2,8,64,512,1,4
3,4,4,2,4,1,2,8,64,512,3,2
3,4,4,2,4,1,2,8,64,512,3,4
3,4,4,2,4,1,2,8,64,1024,1,2
3,4,4,2,4,1,2,8,64,1024,1,4
3,4,4,2,4,1,2,8,64,1024,3,2
3,4,4,2,4,1,2,8,64,1024,3,4
3,4,4,2,4,1,2,16,8,128,1,2
3,4,4,2,4,1,2,16,8,128,1,4
3,4,4,2,4,1,2,16,8,128,3,2
3,4,4,2,4,1,2,16,8,128,3,4
3,4,4,2,4,1,2,16,8,256,1,2
3,4,4,2,4,1,2,16,8,256,1,4
3,4,4,2,4,1,2,16,8,256,3,2
3,4,4,2,4,1,2,16,8,256,3,4
3,4,4,2,4,1,2,16,8,512,1,2
3,4,4,2,4,1,2,16,8,512,1,4
3,4,4,2,4,1,2,16,8,512,3,2
3,4,4,2,4,1,2,16,8,512,3,4
3,4,4,2,4,1,2,16,8,1024,1,2
3,4,4,2,4,1,2,16,8,1024,1,4
3,4,4,2,4,1,2,16,8,1024,3,2
3,4,4,2,4,1,2,16,8,1024,3,4
3,4,4,2,4,1,2,16,16,128,1,2
3,4,4,2,4,1,2,16,16,128,1,4
3,4,4,2,4,1,2,16,16,128,3,2
3,4,4,2,4,1,2,16,16,128,3,4
3,4,4,2,4,1,2,16,16,256,1,2
3,4,4,2,4,1,2,16,16,256,1,4
3,4,4,2,4,1,2,16,16,256,3,2
3,4,4,2,4,1,2,16,16,256,3,4
3,4,4,2,4,1,2,16,16,512,1,2
3,4,4,2,4,1,2,16,16,512,1,4
3,4,4,2,4,1,2,16,16,512,3,2
3,4,4,2,4,1,2,16,16,512,3,4
3,4,4,2,4,1,2,16,16,1024,1,2
3,4,4,2,4,1,2,16,16,1024,1,4
3,4,4,2,4,1,2,16,16,1024,3,2
3,4,4,2,4,1,2,16,16,1024,3,4
3,4,4,2,4,1,2,16,32,128,1,2
3,4,4,2,4,1,2,16,32,128,1,4
3,4,4,2,4,1,2,16,32,128,3,2
3,4,4,2,4,1,2,16,32,128,3,4
3,4,4,2,4,1,2,16,32,256,1,2
3,4,4,2,4,1,2,16,32,256,1,4
3,4,4,2,4,1,2,16,32,256,3,2
3,4,4,2,4,1,2,16,32,256,3,4
3,4,4,2,4,1,2,16,32,512,1,2
3,4,4,2,4,1,2,16,32,512,1,4
3,4,4,2,4,1,2,16,32,512,3,2
3,4,4,2,4,1,2,16,32,512,3,4
3,4,4,2,4,1,2,16,32,1024,1,2
3,4,4,2,4,1,2,16,32,1024,1,4
3,4,4,2,4,1,2,16,32,1024,3,2
3,4,4,2,4,1,2,16,32,1024,3,4
3,4,4,2,4,1,2,16,64,128,1,2
3,4,4,2,4,1,2,16,64,128,1,4
3,4,4,2,4,1,2,16,64,128,3,2
3,4,4,2,4,1,2,16,64,128,3,4
3,4,4,2,4,1,2,16,64,256,1,2
3,4,4,2,4,1,2,16,64,256,1,4
3,4,4,2,4,1,2,16,64,256,3,2
3,4,4,2,4,1,2,16,64,256,3,4
3,4,4,2,4,1,2,16,64,512,1,2
3,4,4,2,4,1,2,16,64,512,1,4
3,4,4,2,4,1,2,16,64,512,3,2
3,4,4,2,4,1,2,16,64,512,3,4
3,4,4,2,4,1,2,16,64,1024,1,2
3,4,4,2,4,1,2,16,64,1024,1,4
3,4,4,2,4,1,2,16,64,1024,3,2
3,4,4,2,4,1,2,16,64,1024,3,4
3,4,4,2,4,1,2,32,8,128,1,2
3,4,4,2,4,1,2,32,8,128,1,4
3,4,4,2,4,1,2,32,8,128,3,2
3,4,4,2,4,1,2,32,8,128,3,4
3,4,4,2,4,1,2,32,8,256,1,2
3,4,4,2,4,1,2,32,8,256,1,4
3,4,4,2,4,1,2,32,8,256,3,2
3,4,4,2,4,1,2,32,8,256,3,4
3,4,4,2,4,1,2,32,8,512,1,2
3,4,4,2,4,1,2,32,8,512,1,4
3,4,4,2,4,1,2,32,8,512,3,2
3,4,4,2,4,1,2,32,8,512,3,4
3,4,4,2,4,1,2,32,8,1024,1,2
3,4,4,2,4,1,2,32,8,1024,1,4
3,4,4,2,4,1,2,32,8,1024,3,2
3,4,4,2,4,1,2,32,8,1024,3,4
3,4,4,2,4,1,2,32,16,128,1,2
3,4,4,2,4,1,2,32,16,128,1,4
3,4,4,2,4,1,2,32,16,128,3,2
3,4,4,2,4,1,2,32,16,128,3,4
3,4,4,2,4,1,2,32,16,256,1,2
3,4,4,2,4,1,2,32,16,256,1,4
3,4,4,2,4,1,2,32,16,256,3,2
3,4,4,2,4,1,2,32,16,256,3,4
3,4,4,2,4,1,2,32,16,512,1,2
3,4,4,2,4,1,2,32,16,512,1,4
3,4,4,2,4,1,2,32,16,512,3,2
3,4,4,2,4,1,2,32,16,512,3,4
3,4,4,2,4,1,2,32,16,1024,1,2
3,4,4,2,4,1,2,32,16,1024,1,4
3,4,4,2,4,1,2,32,16,1024,3,2
3,4,4,2,4,1,2,32,16,1024,3,4
3,4,4,2,4,1,2,32,32,128,1,2
3,4,4,2,4,1,2,32,32,128,1,4
3,4,4,2,4,1,2,32,32,128,3,2
3,4,4,2,4,1,2,32,32,128,3,4
3,4,4,2,4,1,2,32,32,256,1,2
3,4,4,2,4,1,2,32,32,256,1,4
3,4,4,2,4,1,2,32,32,256,3,2
3,4,4,2,4,1,2,32,32,256,3,4
3,4,4,2,4,1,2,32,32,512,1,2
3,4,4,2,4,1,2,32,32,512,1,4
3,4,4,2,4,1,2,32,32,512,3,2
3,4,4,2,4,1,2,32,32,512,3,4
3,4,4,2,4,1,2,32,32,1024,1,2
3,4,4,2,4,1,2,32,32,1024,1,4
3,4,4,2,4,1,2,32,32,1024,3,2
3,4,4,2,4,1,2,32,32,1024,3,4
3,4,4,2,4,1,2,32,64,128,1,2
3,4,4,2,4,1,2,32,64,128,1,4
3,4,4,2,4,1,2,32,64,128,3,2
3,4,4,2,4,1,2,32,64,128,3,4
3,4,4,2,4,1,2,32,64,256,1,2
3,4,4,2,4,1,2,32,64,256,1,4
3,4,4,2,4,1,2,32,64,256,3,2
3,4,4,2,4,1,2,32,64,256,3,4
3,4,4,2,4,1,2,32,64,512,1,2
3,4,4,2,4,1,2,32,64,512,1,4
3,4,4,2,4,1,2,32,64,512,3,2
3,4,4,2,4,1,2,32,64,512,3,4
3,4,4,2,4,1,2,32,64,1024,1,2
3,4,4,2,4,1,2,32,64,1024,1,4
3,4,4,2,4,1,2,32,64,1024,3,2
3,4,4,2,4,1,2,32,64,1024,3,4
3,4,4,2,4,1,2,64,8,128,1,2
3,4,4,2,4,1,2,64,8,128,1,4
3,4,4,2,4,1,2,64,8,128,3,2
3,4,4,2,4,1,2,64,8,128,3,4
3,4,4,2,4,1,2,64,8,256,1,2
3,4,4,2,4,1,2,64,8,256,1,4
3,4,4,2,4,1,2,64,8,256,3,2
3,4,4,2,4,1,2,64,8,256,3,4
3,4,4,2,4,1,2,64,8,512,1,2
3,4,4,2,4,1,2,64,8,512,1,4
3,4,4,2,4,1,2,64,8,512,3,2
3,4,4,2,4,1,2,64,8,512,3,4
3,4,4,2,4,1,2,64,8,1024,1,2
3,4,4,2,4,1,2,64,8,1024,1,4
3,4,4,2,4,1,2,64,8,1024,3,2
3,4,4,2,4,1,2,64,8,1024,3,4
3,4,4,2,4,1,2,64,16,128,1,2
3,4,4,2,4,1,2,64,16,128,1,4
3,4,4,2,4,1,2,64,16,128,3,2
3,4,4,2,4,1,2,64,16,128,3,4
3,4,4,2,4,1,2,64,16,256,1,2
3,4,4,2,4,1,2,64,16,256,1,4
3,4,4,2,4,1,2,64,16,256,3,2
3,4,4,2,4,1,2,64,16,256,3,4
3,4,4,2,4,1,2,64,16,512,1,2
3,4,4,2,4,1,2,64,16,512,1,4
3,4,4,2,4,1,2,64,16,512,3,2
3,4,4,2,4,1,2,64,16,512,3,4
3,4,4,2,4,1,2,64,16,1024,1,2
3,4,4,2,4,1,2,64,16,1024,1,4
3,4,4,2,4,1,2,64,16,1024,3,2
3,4,4,2,4,1,2,64,16,1024,3,4
3,4,4,2,4,1,2,64,32,128,1,2
3,4,4,2,4,1,2,64,32,128,1,4
3,4,4,2,4,1,2,64,32,128,3,2
3,4,4,2,4,1,2,64,32,128,3,4
3,4,4,2,4,1,2,64,32,256,1,2
3,4,4,2,4,1,2,64,32,256,1,4
3,4,4,2,4,1,2,64,32,256,3,2
3,4,4,2,4,1,2,64,32,256,3,4
3,4,4,2,4,1,2,64,32,512,1,2
3,4,4,2,4,1,2,64,32,512,1,4
3,4,4,2,4,1,2,64,32,512,3,2
3,4,4,2,4,1,2,64,32,512,3,4
3,4,4,2,4,1,2,64,32,1024,1,2
3,4,4,2,4,1,2,64,32,1024,1,4
3,4,4,2,4,1,2,64,32,1024,3,2
3,4,4,2,4,1,2,64,32,1024,3,4
3,4,4,2,4,1,2,64,64,128,1,2
3,4,4,2,4,1,2,64,64,128,1,4
3,4,4,2,4,1,2,64,64,128,3,2
3,4,4,2,4,1,2,64,64,128,3,4
3,4,4,2,4,1,2,64,64,256,1,2
3,4,4,2,4,1,2,64,64,256,1,4
3,4,4,2,4,1,2,64,64,256,3,2
3,4,4,2,4,1,2,64,64,256,3,4
3,4,4,2,4,1,2,64,64,512,1,2
3,4,4,2,4,1,2,64,64,512,1,4
3,4,4,2,4,1,2,64,64,512,3,2
3,4,4,2,4,1,2,64,64,512,3,4
3,4,4,2,4,1,2,64,64,1024,1,2
3,4,4,2,4,1,2,64,64,1024,1,4
3,4,4,2,4,1,2,64,64,1024,3,2
3,4,4,2,4,1,2,64,64,1024,3,4
3,4,4,2,4,1,4,8,8,128,1,2
3,4,4,2,4,1,4,8,8,128,1,4
3,4,4,2,4,1,4,8,8,128,3,2
3,4,4,2,4,1,4,8,8,128,3,4
3,4,4,2,4,1,4,8,8,256,1,2
3,4,4,2,4,1,4,8,8,256,1,4
3,4,4,2,4,1,4,8,8,256,3,2
3,4,4,2,4,1,4,8,8,256,3,4
3,4,4,2,4,1,4,8,8,512,1,2
3,4,4,2,4,1,4,8,8,512,1,4
3,4,4,2,4,1,4,8,8,512,3,2
3,4,4,2,4,1,4,8,8,512,3,4
3,4,4,2,4,1,4,8,8,1024,1,2
3,4,4,2,4,1,4,8,8,1024,1,4
3,4,4,2,4,1,4,8,8,1024,3,2
3,4,4,2,4,1,4,8,8,1024,3,4
3,4,4,2,4,1,4,8,16,128,1,2
3,4,4,2,4,1,4,8,16,128,1,4
3,4,4,2,4,1,4,8,16,128,3,2
3,4,4,2,4,1,4,8,16,128,3,4
3,4,4,2,4,1,4,8,16,256,1,2
3,4,4,2,4,1,4,8,16,256,1,4
3,4,4,2,4,1,4,8,16,256,3,2
3,4,4,2,4,1,4,8,16,256,3,4
3,4,4,2,4,1,4,8,16,512,1,2
3,4,4,2,4,1,4,8,16,512,1,4
3,4,4,2,4,1,4,8,16,512,3,2
3,4,4,2,4,1,4,8,16,512,3,4
3,4,4,2,4,1,4,8,16,1024,1,2
3,4,4,2,4,1,4,8,16,1024,1,4
3,4,4,2,4,1,4,8,16,1024,3,2
3,4,4,2,4,1,4,8,16,1024,3,4
3,4,4,2,4,1,4,8,32,128,1,2
3,4,4,2,4,1,4,8,32,128,1,4
3,4,4,2,4,1,4,8,32,128,3,2
3,4,4,2,4,1,4,8,32,128,3,4
3,4,4,2,4,1,4,8,32,256,1,2
3,4,4,2,4,1,4,8,32,256,1,4
3,4,4,2,4,1,4,8,32,256,3,2
3,4,4,2,4,1,4,8,32,256,3,4
3,4,4,2,4,1,4,8,32,512,1,2
3,4,4,2,4,1,4,8,32,512,1,4
3,4,4,2,4,1,4,8,32,512,3,2
3,4,4,2,4,1,4,8,32,512,3,4
3,4,4,2,4,1,4,8,32,1024,1,2
3,4,4,2,4,1,4,8,32,1024,1,4
3,4,4,2,4,1,4,8,32,1024,3,2
3,4,4,2,4,1,4,8,32,1024,3,4
3,4,4,2,4,1,4,8,64,128,1,2
3,4,4,2,4,1,4,8,64,128,1,4
3,4,4,2,4,1,4,8,64,128,3,2
3,4,4,2,4,1,4,8,64,128,3,4
3,4,4,2,4,1,4,8,64,256,1,2
3,4,4,2,4,1,4,8,64,256,1,4
3,4,4,2,4,1,4,8,64,256,3,2
3,4,4,2,4,1,4,8,64,256,3,4
3,4,4,2,4,1,4,8,64,512,1,2
3,4,4,2,4,1,4,8,64,512,1,4
3,4,4,2,4,1,4,8,64,512,3,2
3,4,4,2,4,1,4,8,64,512,3,4
3,4,4,2,4,1,4,8,64,1024,1,2
3,4,4,2,4,1,4,8,64,1024,1,4
3,4,4,2,4,1,4,8,64,1024,3,2
3,4,4,2,4,1,4,8,64,1024,3,4
3,4,4,2,4,1,4,16,8,128,1,2
3,4,4,2,4,1,4,16,8,128,1,4
3,4,4,2,4,1,4,16,8,128,3,2
3,4,4,2,4,1,4,16,8,128,3,4
3,4,4,2,4,1,4,16,8,256,1,2
3,4,4,2,4,1,4,16,8,256,1,4
3,4,4,2,4,1,4,16,8,256,3,2
3,4,4,2,4,1,4,16,8,256,3,4
3,4,4,2,4,1,4,16,8,512,1,2
3,4,4,2,4,1,4,16,8,512,1,4
3,4,4,2,4,1,4,16,8,512,3,2
3,4,4,2,4,1,4,16,8,512,3,4
3,4,4,2,4,1,4,16,8,1024,1,2
3,4,4,2,4,1,4,16,8,1024,1,4
3,4,4,2,4,1,4,16,8,1024,3,2
3,4,4,2,4,1,4,16,8,1024,3,4
3,4,4,2,4,1,4,16,16,128,1,2
3,4,4,2,4,1,4,16,16,128,1,4
3,4,4,2,4,1,4,16,16,128,3,2
3,4,4,2,4,1,4,16,16,128,3,4
3,4,4,2,4,1,4,16,16,256,1,2
3,4,4,2,4,1,4,16,16,256,1,4
3,4,4,2,4,1,4,16,16,256,3,2
3,4,4,2,4,1,4,16,16,256,3,4
3,4,4,2,4,1,4,16,16,512,1,2
3,4,4,2,4,1,4,16,16,512,1,4
3,4,4,2,4,1,4,16,16,512,3,2
3,4,4,2,4,1,4,16,16,512,3,4
3,4,4,2,4,1,4,16,16,1024,1,2
3,4,4,2,4,1,4,16,16,1024,1,4
3,4,4,2,4,1,4,16,16,1024,3,2
3,4,4,2,4,1,4,16,16,1024,3,4
3,4,4,2,4,1,4,16,32,128,1,2
3,4,4,2,4,1,4,16,32,128,1,4
3,4,4,2,4,1,4,16,32,128,3,2
3,4,4,2,4,1,4,16,32,128,3,4
3,4,4,2,4,1,4,16,32,256,1,2
3,4,4,2,4,1,4,16,32,256,1,4
3,4,4,2,4,1,4,16,32,256,3,2
3,4,4,2,4,1,4,16,32,256,3,4
3,4,4,2,4,1,4,16,32,512,1,2
3,4,4,2,4,1,4,16,32,512,1,4
3,4,4,2,4,1,4,16,32,512,3,2
3,4,4,2,4,1,4,16,32,512,3,4
3,4,4,2,4,1,4,16,32,1024,1,2
3,4,4,2,4,1,4,16,32,1024,1,4
3,4,4,2,4,1,4,16,32,1024,3,2
3,4,4,2,4,1,4,16,32,1024,3,4
3,4,4,2,4,1,4,16,64,128,1,2
3,4,4,2,4,1,4,16,64,128,1,4
3,4,4,2,4,1,4,16,64,128,3,2
3,4,4,2,4,1,4,16,64,128,3,4
3,4,4,2,4,1,4,16,64,256,1,2
3,4,4,2,4,1,4,16,64,256,1,4
3,4,4,2,4,1,4,16,64,256,3,2
3,4,4,2,4,1,4,16,64,256,3,4
3,4,4,2,4,1,4,16,64,512,1,2
3,4,4,2,4,1,4,16,64,512,1,4
3,4,4,2,4,1,4,16,64,512,3,2
3,4,4,2,4,1,4,16,64,512,3,4
3,4,4,2,4,1,4,16,64,1024,1,2
3,4,4,2,4,1,4,16,64,1024,1,4
3,4,4,2,4,1,4,16,64,1024,3,2
3,4,4,2,4,1,4,16,64,1024,3,4
3,4,4,2,4,1,4,32,8,128,1,2
3,4,4,2,4,1,4,32,8,128,1,4
3,4,4,2,4,1,4,32,8,128,3,2
3,4,4,2,4,1,4,32,8,128,3,4
3,4,4,2,4,1,4,32,8,256,1,2
3,4,4,2,4,1,4,32,8,256,1,4
3,4,4,2,4,1,4,32,8,256,3,2
3,4,4,2,4,1,4,32,8,256,3,4
3,4,4,2,4,1,4,32,8,512,1,2
3,4,4,2,4,1,4,32,8,512,1,4
3,4,4,2,4,1,4,32,8,512,3,2
3,4,4,2,4,1,4,32,8,512,3,4
3,4,4,2,4,1,4,32,8,1024,1,2
3,4,4,2,4,1,4,32,8,1024,1,4
3,4,4,2,4,1,4,32,8,1024,3,2
3,4,4,2,4,1,4,32,8,1024,3,4
3,4,4,2,4,1,4,32,16,128,1,2
3,4,4,2,4,1,4,32,16,128,1,4
3,4,4,2,4,1,4,32,16,128,3,2
3,4,4,2,4,1,4,32,16,128,3,4
3,4,4,2,4,1,4,32,16,256,1,2
3,4,4,2,4,1,4,32,16,256,1,4
3,4,4,2,4,1,4,32,16,256,3,2
3,4,4,2,4,1,4,32,16,256,3,4
3,4,4,2,4,1,4,32,16,512,1,2
3,4,4,2,4,1,4,32,16,512,1,4
3,4,4,2,4,1,4,32,16,512,3,2
3,4,4,2,4,1,4,32,16,512,3,4
3,4,4,2,4,1,4,32,16,1024,1,2
3,4,4,2,4,1,4,32,16,1024,1,4
3,4,4,2,4,1,4,32,16,1024,3,2
3,4,4,2,4,1,4,32,16,1024,3,4
3,4,4,2,4,1,4,32,32,128,1,2
3,4,4,2,4,1,4,32,32,128,1,4
3,4,4,2,4,1,4,32,32,128,3,2
3,4,4,2,4,1,4,32,32,128,3,4
3,4,4,2,4,1,4,32,32,256,1,2
3,4,4,2,4,1,4,32,32,256,1,4
3,4,4,2,4,1,4,32,32,256,3,2
3,4,4,2,4,1,4,32,32,256,3,4
3,4,4,2,4,1,4,32,32,512,1,2
3,4,4,2,4,1,4,32,32,512,1,4
3,4,4,2,4,1,4,32,32,512,3,2
3,4,4,2,4,1,4,32,32,512,3,4
3,4,4,2,4,1,4,32,32,1024,1,2
3,4,4,2,4,1,4,32,32,1024,1,4
3,4,4,2,4,1,4,32,32,1024,3,2
3,4,4,2,4,1,4,32,32,1024,3,4
3,4,4,2,4,1,4,32,64,128,1,2
3,4,4,2,4,1,4,32,64,128,1,4
3,4,4,2,4,1,4,32,64,128,3,2
3,4,4,2,4,1,4,32,64,128,3,4
3,4,4,2,4,1,4,32,64,256,1,2
3,4,4,2,4,1,4,32,64,256,1,4
3,4,4,2,4,1,4,32,64,256,3,2
3,4,4,2,4,1,4,32,64,256,3,4
3,4,4,2,4,1,4,32,64,512,1,2
3,4,4,2,4,1,4,32,64,512,1,4
3,4,4,2,4,1,4,32,64,512,3,2
3,4,4,2,4,1,4,32,64,512,3,4
3,4,4,2,4,1,4,32,64,1024,1,2
3,4,4,2,4,1,4,32,64,1024,1,4
3,4,4,2,4,1,4,32,64,1024,3,2
3,4,4,2,4,1,4,32,64,1024,3,4
3,4,4,2,4,1,4,64,8,128,1,2
3,4,4,2,4,1,4,64,8,128,1,4
3,4,4,2,4,1,4,64,8,128,3,2
3,4,4,2,4,1,4,64,8,128,3,4
3,4,4,2,4,1,4,64,8,256,1,2
3,4,4,2,4,1,4,64,8,256,1,4
3,4,4,2,4,1,4,64,8,256,3,2
3,4,4,2,4,1,4,64,8,256,3,4
3,4,4,2,4,1,4,64,8,512,1,2
3,4,4,2,4,1,4,64,8,512,1,4
3,4,4,2,4,1,4,64,8,512,3,2
3,4,4,2,4,1,4,64,8,512,3,4
3,4,4,2,4,1,4,64,8,1024,1,2
3,4,4,2,4,1,4,64,8,1024,1,4
3,4,4,2,4,1,4,64,8,1024,3,2
3,4,4,2,4,1,4,64,8,1024,3,4
3,4,4,2,4,1,4,64,16,128,1,2
3,4,4,2,4,1,4,64,16,128,1,4
3,4,4,2,4,1,4,64,16,128,3,2
3,4,4,2,4,1,4,64,16,128,3,4
3,4,4,2,4,1,4,64,16,256,1,2
3,4,4,2,4,1,4,64,16,256,1,4
3,4,4,2,4,1,4,64,16,256,3,2
3,4,4,2,4,1,4,64,16,256,3,4
3,4,4,2,4,1,4,64,16,512,1,2
3,4,4,2,4,1,4,64,16,512,1,4
3,4,4,2,4,1,4,64,16,512,3,2
3,4,4,2,4,1,4,64,16,512,3,4
3,4,4,2,4,1,4,64,16,1024,1,2
3,4,4,2,4,1,4,64,16,1024,1,4
3,4,4,2,4,1,4,64,16,1024,3,2
3,4,4,2,4,1,4,64,16,1024,3,4
3,4,4,2,4,1,4,64,32,128,1,2
3,4,4,2,4,1,4,64,32,128,1,4
3,4,4,2,4,1,4,64,32,128,3,2
3,4,4,2,4,1,4,64,32,128,3,4
3,4,4,2,4,1,4,64,32,256,1,2
3,4,4,2,4,1,4,64,32,256,1,4
3,4,4,2,4,1,4,64,32,256,3,2
3,4,4,2,4,1,4,64,32,256,3,4
3,4,4,2,4,1,4,64,32,512,1,2
3,4,4,2,4,1,4,64,32,512,1,4
3,4,4,2,4,1,4,64,32,512,3,2
3,4,4,2,4,1,4,64,32,512,3,4
3,4,4,2,4,1,4,64,32,1024,1,2
3,4,4,2,4,1,4,64,32,1024,1,4
3,4,4,2,4,1,4,64,32,1024,3,2
3,4,4,2,4,1,4,64,32,1024,3,4
3,4,4,2,4,1,4,64,64,128,1,2
3,4,4,2,4,1,4,64,64,128,1,4
3,4,4,2,4,1,4,64,64,128,3,2
3,4,4,2,4,1,4,64,64,128,3,4
3,4,4,2,4,1,4,64,64,256,1,2
3,4,4,2,4,1,4,64,64,256,1,4
3,4,4,2,4,1,4,64,64,256,3,2
3,4,4,2,4,1,4,64,64,256,3,4
3,4,4,2,4,1,4,64,64,512,1,2
3,4,4,2,4,1,4,64,64,512,1,4
3,4,4,2,4,1,4,64,64,512,3,2
3,4,4,2,4,1,4,64,64,512,3,4
3,4,4,2,4,1,4,64,64,1024,1,2
3,4,4,2,4,1,4,64,64,1024,1,4
3,4,4,2,4,1,4,64,64,1024,3,2
3,4,4,2,4,1,4,64,64,1024,3,4
3,4,4,2,4,3,2,8,8,128,1,2
3,4,4,2,4,3,2,8,8,128,1,4
3,4,4,2,4,3,2,8,8,128,3,2
3,4,4,2,4,3,2,8,8,128,3,4
3,4,4,2,4,3,2,8,8,256,1,2
3,4,4,2,4,3,2,8,8,256,1,4
3,4,4,2,4,3,2,8,8,256,3,2
3,4,4,2,4,3,2,8,8,256,3,4
3,4,4,2,4,3,2,8,8,512,1,2
3,4,4,2,4,3,2,8,8,512,1,4
3,4,4,2,4,3,2,8,8,512,3,2
3,4,4,2,4,3,2,8,8,512,3,4
3,4,4,2,4,3,2,8,8,1024,1,2
3,4,4,2,4,3,2,8,8,1024,1,4
3,4,4,2,4,3,2,8,8,1024,3,2
3,4,4,2,4,3,2,8,8,1024,3,4
3,4,4,2,4,3,2,8,16,128,1,2
3,4,4,2,4,3,2,8,16,128,1,4
3,4,4,2,4,3,2,8,16,128,3,2
3,4,4,2,4,3,2,8,16,128,3,4
3,4,4,2,4,3,2,8,16,256,1,2
3,4,4,2,4,3,2,8,16,256,1,4
3,4,4,2,4,3,2,8,16,256,3,2
3,4,4,2,4,3,2,8,16,256,3,4
3,4,4,2,4,3,2,8,16,512,1,2
3,4,4,2,4,3,2,8,16,512,1,4
3,4,4,2,4,3,2,8,16,512,3,2
3,4,4,2,4,3,2,8,16,512,3,4
3,4,4,2,4,3,2,8,16,1024,1,2
3,4,4,2,4,3,2,8,16,1024,1,4
3,4,4,2,4,3,2,8,16,1024,3,2
3,4,4,2,4,3,2,8,16,1024,3,4
3,4,4,2,4,3,2,8,32,128,1,2
3,4,4,2,4,3,2,8,32,128,1,4
3,4,4,2,4,3,2,8,32,128,3,2
3,4,4,2,4,3,2,8,32,128,3,4
3,4,4,2,4,3,2,8,32,256,1,2
3,4,4,2,4,3,2,8,32,256,1,4
3,4,4,2,4,3,2,8,32,256,3,2
3,4,4,2,4,3,2,8,32,256,3,4
3,4,4,2,4,3,2,8,32,512,1,2
3,4,4,2,4,3,2,8,32,512,1,4
3,4,4,2,4,3,2,8,32,512,3,2
3,4,4,2,4,3,2,8,32,512,3,4
3,4,4,2,4,3,2,8,32,1024,1,2
3,4,4,2,4,3,2,8,32,1024,1,4
3,4,4,2,4,3,2,8,32,1024,3,2
3,4,4,2,4,3,2,8,32,1024,3,4
3,4,4,2,4,3,2,8,64,128,1,2
3,4,4,2,4,3,2,8,64,128,1,4
3,4,4,2,4,3,2,8,64,128,3,2
3,4,4,2,4,3,2,8,64,128,3,4
3,4,4,2,4,3,2,8,64,256,1,2
3,4,4,2,4,3,2,8,64,256,1,4
3,4,4,2,4,3,2,8,64,256,3,2
3,4,4,2,4,3,2,8,64,256,3,4
3,4,4,2,4,3,2,8,64,512,1,2
3,4,4,2,4,3,2,8,64,512,1,4
3,4,4,2,4,3,2,8,64,512,3,2
3,4,4,2,4,3,2,8,64,512,3,4
3,4,4,2,4,3,2,8,64,1024,1,2
3,4,4,2,4,3,2,8,64,1024,1,4
3,4,4,2,4,3,2,8,64,1024,3,2
3,4,4,2,4,3,2,8,64,1024,3,4
3,4,4,2,4,3,2,16,8,128,1,2
3,4,4,2,4,3,2,16,8,128,1,4
3,4,4,2,4,3,2,16,8,128,3,2
3,4,4,2,4,3,2,16,8,128,3,4
3,4,4,2,4,3,2,16,8,256,1,2
3,4,4,2,4,3,2,16,8,256,1,4
3,4,4,2,4,3,2,16,8,256,3,2
3,4,4,2,4,3,2,16,8,256,3,4
3,4,4,2,4,3,2,16,8,512,1,2
3,4,4,2,4,3,2,16,8,512,1,4
3,4,4,2,4,3,2,16,8,512,3,2
3,4,4,2,4,3,2,16,8,512,3,4
3,4,4,2,4,3,2,16,8,1024,1,2
3,4,4,2,4,3,2,16,8,1024,1,4
3,4,4,2,4,3,2,16,8,1024,3,2
3,4,4,2,4,3,2,16,8,1024,3,4
3,4,4,2,4,3,2,16,16,128,1,2
3,4,4,2,4,3,2,16,16,128,1,4
3,4,4,2,4,3,2,16,16,128,3,2
3,4,4,2,4,3,2,16,16,128,3,4
3,4,4,2,4,3,2,16,16,256,1,2
3,4,4,2,4,3,2,16,16,256,1,4
3,4,4,2,4,3,2,16,16,256,3,2
3,4,4,2,4,3,2,16,16,256,3,4
3,4,4,2,4,3,2,16,16,512,1,2
3,4,4,2,4,3,2,16,16,512,1,4
3,4,4,2,4,3,2,16,16,512,3,2
3,4,4,2,4,3,2,16,16,512,3,4
3,4,4,2,4,3,2,16,16,1024,1,2
3,4,4,2,4,3,2,16,16,1024,1,4
3,4,4,2,4,3,2,16,16,1024,3,2
3,4,4,2,4,3,2,16,16,1024,3,4
3,4,4,2,4,3,2,16,32,128,1,2
3,4,4,2,4,3,2,16,32,128,1,4
3,4,4,2,4,3,2,16,32,128,3,2
3,4,4,2,4,3,2,16,32,128,3,4
3,4,4,2,4,3,2,16,32,256,1,2
3,4,4,2,4,3,2,16,32,256,1,4
